Temperature,Precipitation,CO2 Levels,Crop Yield,Soil Health,Extreme Weather Events,Crop Disease Incidence,Water Availability,Food Security,Economic Impact
-1.282704085,-0.969832137,0.99810802,-0.68098015,-0.533160642,Storm,Medium,Low,Low,Low
0.259571724,1.043311894,-0.909985604,0.696349461,0.521211096,Storm,Low,Medium,Low,Medium
-1.617981435,-1.17114654,0.297890176,0.792263779,0.872668342,Drought,Medium,Low,Medium,Low
1.265403774,-0.231679326,-0.262284099,-1.060800851,-0.181703396,Drought,Low,High,Medium,Low
-1.014482205,-0.667860532,1.593293187,-0.051782222,-1.587532381,Flood,High,Medium,High,High
-0.478038446,1.076864295,-0.087229638,-0.124677104,1.224125588,Drought,Low,Low,High,Low
0.192516254,-0.466546129,0.542966421,1.033967861,1.224125588,Storm,High,Low,Medium,Medium
-1.685036905,1.177521496,1.068129804,1.210450207,0.16975385,Flood,Medium,Medium,High,Low
-1.014482205,0.405816284,-1.225083634,0.005766369,0.521211096,Flood,Medium,Medium,Low,Medium
0.728960014,-1.036936938,1.365722388,1.544232034,0.521211096,Heatwave,High,Low,Medium,High
1.332459244,1.546597902,0.420428299,-0.013416495,-0.884617889,Storm,Medium,Low,Low,Medium
1.131292834,-0.835622535,-0.017207854,-0.247447432,-0.884617889,Heatwave,Medium,Medium,Medium,Low
-0.276872036,-1.070489339,0.087824823,-0.067128513,1.224125588,Flood,Low,High,Low,High
-0.209816566,0.036739879,-1.487665325,0.197595005,-0.181703396,Drought,High,Medium,Medium,Low
0.796015484,0.77489269,1.523271402,-1.225773478,-0.884617889,Heatwave,High,High,High,High
0.393682664,1.278178698,1.715831309,0.987928988,-0.884617889,Heatwave,Low,High,Medium,Low
-0.008650156,1.4123883,-0.087229638,1.490520016,-1.587532381,Flood,High,Low,High,Low
0.527793604,0.070292279,-0.577382128,-0.036435931,-0.181703396,Flood,Low,Low,Low,High
0.594849074,0.372263884,0.1928575,1.494356589,-0.533160642,Heatwave,Low,Low,Medium,Medium
-1.617981435,0.841997491,-0.489854898,0.623454579,1.575582835,Flood,Low,Low,Low,Low
-0.410982976,-0.432993729,-1.277599972,1.482846871,0.521211096,Heatwave,Low,Low,High,High
1.198348304,-0.969832137,-0.419833114,-1.014761978,1.224125588,Flood,Medium,Low,Low,Medium
-0.545093916,-0.969832137,0.665504544,0.024949232,-0.181703396,Heatwave,Medium,Low,Low,High
-1.081537675,0.372263884,0.893075343,0.489174533,0.521211096,Storm,Medium,High,Low,Medium
-1.416815025,-1.473118145,1.48826051,-0.573556114,-1.587532381,Drought,Low,Medium,Medium,Medium
-0.545093916,1.244626297,0.805548113,1.306364525,0.16975385,Heatwave,Low,High,Medium,Low
-0.008650156,1.378835899,1.365722388,-1.252629487,-1.236075135,Drought,Low,Medium,Medium,High
-1.282704085,-1.17114654,0.99810802,-1.110676296,0.521211096,Flood,High,Medium,High,High
-0.679204855,0.540025886,-1.715236124,-1.666979342,1.224125588,Flood,Low,High,Medium,Low
-1.483870495,-1.271803742,0.350406514,-0.984069396,1.575582835,Flood,Low,High,High,Low
0.393682664,1.278178698,1.243184265,-1.122186014,-1.587532381,Heatwave,Low,Medium,High,Low
0.058405314,0.238054282,-0.717425697,0.301182469,-1.587532381,Storm,Medium,Low,Low,Medium
-0.478038446,0.540025886,1.470755064,0.792263779,1.224125588,Storm,High,High,Low,Low
0.259571724,-1.372460943,-1.505170771,-0.608085268,0.872668342,Flood,Medium,Medium,High,Medium
1.399514714,-0.567203331,1.715831309,-0.205245131,-1.236075135,Storm,Medium,Low,Low,High
1.265403774,-0.701412933,0.1928575,0.170738996,0.521211096,Heatwave,Medium,Medium,Medium,High
-0.142761096,1.143969096,-1.015018281,-0.17455255,0.16975385,Drought,Low,Low,High,Medium
-0.276872036,-0.265231726,-0.594887574,0.615781433,-1.236075135,Heatwave,Medium,Low,Low,High
-1.685036905,1.345283499,-0.857469266,-1.413765542,-0.533160642,Flood,Low,Low,Low,High
0.058405314,-1.070489339,0.507955529,0.964909552,0.872668342,Heatwave,Low,Medium,High,Medium
0.997181894,-1.104041739,-0.192262314,-1.624777042,1.224125588,Flood,Medium,High,Low,Medium
-0.679204855,0.036739879,-0.472349452,0.113190405,1.575582835,Drought,Medium,Low,Low,Low
0.125460784,-0.198126925,0.000297593,0.89201467,-0.533160642,Storm,Medium,High,Medium,High
-1.148593145,0.674235488,0.68300999,-0.857462496,-1.587532381,Storm,High,High,Medium,Low
-0.410982976,-1.372460943,0.437933745,-1.505843288,0.521211096,Heatwave,Low,High,High,Medium
-1.081537675,-1.305356142,-0.262284099,0.186085287,-0.884617889,Heatwave,High,High,High,Low
0.058405314,0.238054282,-0.087229638,1.582597762,1.575582835,Storm,Low,High,High,Low
-1.148593145,0.573578287,0.000297593,0.76540777,-0.181703396,Drought,Medium,Medium,Medium,High
0.930126424,-0.432993729,-1.295105418,0.558232842,0.521211096,Drought,Medium,High,Low,Medium
-0.679204855,-1.036936938,0.000297593,-1.037781414,-0.181703396,Flood,Medium,Low,Medium,High
1.533625654,1.479493101,1.435744172,1.195103916,-1.236075135,Heatwave,Medium,High,Medium,Medium
0.058405314,-1.238251341,0.227868392,-1.325524369,0.16975385,Drought,Low,High,Medium,High
1.198348304,-1.238251341,-0.349811329,-0.02108964,0.521211096,Heatwave,Medium,High,Low,Low
1.399514714,-1.607327747,1.40073328,0.044132096,1.224125588,Flood,Medium,High,Medium,Low
0.192516254,-1.070489339,0.455439191,0.228287587,0.16975385,Storm,Low,High,Medium,Low
0.863070954,-1.573775346,0.157846607,-1.141368878,1.575582835,Drought,Medium,Medium,Medium,High
-0.947426735,1.546597902,-1.610203448,-1.260302633,1.224125588,Storm,Low,Low,High,High
1.198348304,-1.573775346,0.087824823,-1.08765686,-0.533160642,Storm,High,Low,Low,Medium
0.796015484,1.177521496,-1.190072741,1.421461707,0.872668342,Drought,Medium,Medium,High,Medium
1.667736594,-0.097469724,-1.172567295,-1.079983714,-0.884617889,Flood,Low,Low,Low,Low
-0.545093916,0.204501881,-0.559876682,-0.527517241,-1.236075135,Drought,Medium,Medium,Low,Medium
-0.679204855,0.540025886,-0.769942035,0.320365333,-1.587532381,Flood,Low,Medium,High,Low
0.527793604,0.036739879,-0.892480158,-0.650287568,0.16975385,Drought,High,Low,Medium,Low
0.728960014,-0.902727336,0.893075343,-1.540372442,-1.587532381,Storm,Low,Low,Medium,High
1.466570184,-1.104041739,-0.699920251,-1.528862724,-0.884617889,Storm,Low,Medium,Low,High
-0.209816566,0.808445091,-0.874974712,1.394605698,-0.181703396,Storm,High,Low,Low,High
-1.215648615,-0.768517734,-0.489854898,-0.776894469,0.521211096,Heatwave,Low,Medium,High,High
-1.617981435,0.271606682,1.295700603,-1.597921033,-0.181703396,Storm,Low,High,Medium,Medium
0.728960014,0.238054282,-1.557687109,-1.394582678,-0.181703396,Flood,Low,Low,High,Low
-0.008650156,0.74134029,0.507955529,1.080006734,0.872668342,Flood,High,Medium,Low,Low
0.728960014,0.841997491,0.858064451,0.48533796,-0.533160642,Heatwave,Low,Medium,Medium,High
-0.947426735,-1.607327747,0.59548276,0.888178097,-0.181703396,Storm,High,High,High,Low
-1.148593145,0.070292279,0.262879284,1.609453771,0.521211096,Drought,Medium,Medium,Low,Low
0.997181894,0.707787889,0.052813931,-0.516007523,1.224125588,Drought,Medium,Low,Low,Low
0.527793604,1.513045502,-0.384822221,1.168247907,0.872668342,Heatwave,Medium,Medium,Medium,Low
0.192516254,-0.634308132,1.278195157,0.52754026,-1.587532381,Drought,High,Medium,High,Medium
0.326627194,0.607130687,-1.540181663,-1.406092397,-1.587532381,Flood,Low,High,Medium,Medium
-1.148593145,-0.567203331,1.015613466,-0.06329194,0.521211096,Flood,Medium,Medium,Low,Medium
-0.075705626,0.640683088,-0.12224053,-0.232101141,-1.236075135,Drought,Medium,Low,High,Medium
0.460738134,1.613702703,0.630493652,-1.582574742,-0.884617889,Drought,High,High,High,High
-0.947426735,-0.198126925,0.332901068,-1.049291133,0.521211096,Flood,Low,Low,Medium,Low
-0.612149386,1.747912305,0.68300999,-0.197571986,-0.533160642,Heatwave,Low,Medium,Low,High
1.600681124,0.841997491,0.980602574,-0.06329194,0.521211096,Flood,High,High,Low,High
-1.081537675,-0.063917323,-1.225083634,-1.586411315,-0.533160642,Drought,Low,Low,High,Low
0.125460784,1.513045502,0.542966421,-1.195080896,1.224125588,Drought,Low,High,High,High
-1.685036905,-0.030364922,-0.909985604,-1.528862724,0.872668342,Storm,High,High,High,Low
-0.410982976,1.445940701,1.48826051,0.592761997,1.224125588,Drought,Medium,Medium,High,High
-0.276872036,-0.802070134,0.332901068,-0.838279632,0.521211096,Heatwave,Low,Low,High,Low
1.332459244,0.036739879,0.875569897,1.402278843,0.16975385,Heatwave,Low,Medium,Low,Low
0.058405314,-0.969832137,1.103140696,0.362567633,0.872668342,Drought,Medium,Low,Low,High
-0.679204855,-0.734965333,0.087824823,-0.397073768,-0.181703396,Storm,Medium,Medium,High,High
1.667736594,1.177521496,0.490450083,0.305019042,-0.181703396,Drought,High,Low,High,High
-1.148593145,-1.13759414,-1.487665325,-0.884318505,-0.181703396,Storm,Low,Low,High,Medium
0.192516254,1.244626297,1.558282295,-1.505843288,-0.533160642,Storm,Low,High,Low,Medium
0.527793604,0.271606682,1.418238726,-1.55188216,-1.236075135,Heatwave,High,Low,Medium,Low
1.064237364,0.506473486,-0.087229638,1.279508516,-1.236075135,Storm,Low,Medium,Medium,Low
0.393682664,0.707787889,1.663314971,0.289672751,-0.181703396,Heatwave,Low,High,Medium,High
-1.685036905,1.714359905,-0.052218746,-1.571065024,1.575582835,Heatwave,Medium,High,High,Medium
-1.617981435,0.808445091,-0.734931143,1.248815934,1.224125588,Flood,Medium,High,High,Medium
0.863070954,-0.969832137,-0.752436589,1.210450207,0.521211096,Heatwave,High,Medium,Medium,High
-0.746260325,0.338711483,-0.314800437,0.696349461,0.872668342,Drought,Medium,Low,Medium,High
1.399514714,1.714359905,-0.402327667,1.555741753,0.16975385,Storm,Low,High,Medium,High
1.265403774,0.674235488,-0.174756868,0.493011106,0.16975385,Flood,High,Medium,Low,Low
-1.081537675,0.77489269,0.525460975,-0.926520805,0.872668342,Flood,High,High,High,Low
-0.209816566,0.10384468,-1.102545511,-0.535190386,-0.181703396,Storm,High,Low,Low,Low
-0.075705626,0.707787889,-0.874974712,0.193758433,-1.587532381,Flood,Medium,Medium,Low,High
0.259571724,-1.540222946,0.99810802,-1.636286761,1.224125588,Drought,Medium,High,High,Low
-1.081537675,0.338711483,-0.297294991,0.857485515,-1.236075135,Heatwave,High,High,Low,Medium
0.259571724,0.036739879,-0.262284099,1.022458143,-0.181703396,Heatwave,Medium,Medium,Medium,Low
1.600681124,1.244626297,1.628304079,-1.693835352,0.521211096,Drought,High,High,Medium,Medium
1.064237364,1.680807504,0.227868392,-0.074801659,-1.587532381,Drought,High,Low,Medium,Low
1.533625654,-1.540222946,1.348216941,-0.742365314,-0.533160642,Drought,Medium,Low,Medium,Low
0.863070954,-0.600755731,-1.400138095,-0.995579114,-0.884617889,Storm,Medium,Medium,Medium,High
-0.679204855,0.13739708,-0.227273207,1.686185226,-1.236075135,Storm,Low,High,High,Medium
1.332459244,1.177521496,0.875569897,-1.478987279,-1.236075135,Storm,Medium,Medium,Medium,High
0.661904544,1.311731098,-0.017207854,-0.746201887,-1.236075135,Storm,Low,Low,Medium,Low
0.460738134,-1.003384538,1.313206049,-1.056964278,-1.236075135,Heatwave,Medium,Medium,High,Medium
-0.075705626,-0.902727336,0.945591681,1.110699316,0.16975385,Heatwave,High,Medium,High,Low
-0.142761096,-1.607327747,0.385417407,-1.026271696,-0.181703396,Storm,High,Low,High,Low
1.265403774,-1.439565744,0.577977314,-0.80758705,-0.181703396,Drought,Medium,Medium,High,Medium
-1.014482205,-1.439565744,-0.612393021,-0.750038459,-0.884617889,Storm,Medium,High,Low,Low
-0.813315795,0.472921085,0.070319377,1.122209034,-1.587532381,Storm,Low,Low,High,High
1.265403774,1.479493101,-0.52486579,0.067151533,0.872668342,Flood,Medium,Low,High,Low
0.997181894,0.74134029,0.385417407,-1.53653587,-1.236075135,Storm,High,Low,Medium,Medium
-1.617981435,-0.869174936,0.980602574,0.853648943,0.16975385,Drought,High,Low,High,Low
0.125460784,-1.104041739,-0.472349452,0.938053543,-0.533160642,Drought,Medium,Low,Medium,Low
-1.081537675,-0.600755731,0.718020882,1.682348653,-0.884617889,Drought,Medium,High,High,Medium
-0.209816566,1.580150303,0.140341161,0.504520824,-1.587532381,Storm,Low,High,Medium,Medium
0.997181894,1.647255104,0.577977314,-0.435439495,1.575582835,Drought,High,Medium,Low,High
0.125460784,-1.439565744,-0.454844006,-0.17455255,-1.236075135,Drought,High,High,Medium,Low
1.131292834,1.110416695,0.017803039,-0.051782222,1.575582835,Heatwave,Low,Low,Medium,Medium
1.667736594,0.305159083,0.507955529,-0.650287568,-0.884617889,Storm,High,Low,Medium,Low
-0.008650156,-0.131022124,1.050624358,0.972582697,1.575582835,Flood,High,High,Low,High
-1.617981435,0.238054282,1.243184265,-0.500661232,1.575582835,Drought,Low,Medium,Low,High
1.064237364,1.278178698,-1.207578188,-1.406092397,-0.181703396,Drought,High,Low,High,Medium
0.728960014,0.607130687,-0.612393021,0.707859179,-0.181703396,Heatwave,Medium,Low,Medium,High
0.259571724,-0.936279737,-1.487665325,-1.183571178,-1.587532381,Drought,Medium,Low,Medium,Medium
-0.612149386,0.439368685,-0.349811329,1.475173725,0.521211096,Heatwave,High,Low,Low,Low
0.594849074,-1.338908543,1.48826051,-0.38556405,0.872668342,Storm,Low,Medium,Low,Low
1.265403774,-1.506670545,1.680820417,0.826792934,0.872668342,Drought,High,High,Low,Medium
-1.081537675,0.573578287,-0.262284099,-0.631104705,-0.181703396,Drought,Medium,Medium,High,High
-1.483870495,0.170949481,-1.33011631,-1.544209015,1.224125588,Flood,Medium,High,Medium,Low
0.192516254,0.070292279,1.08563525,-0.412420059,0.872668342,Flood,Low,High,High,High
0.728960014,0.909102292,1.033118912,1.409951989,-0.181703396,Heatwave,Medium,High,High,Medium
0.863070954,0.13739708,0.402922853,-0.615758414,1.575582835,Flood,Medium,Low,High,Medium
-0.679204855,-0.701412933,0.647999098,0.101680687,0.872668342,Heatwave,High,Medium,Medium,High
-1.550925965,0.405816284,-1.207578188,0.696349461,0.16975385,Storm,High,High,Low,High
1.265403774,-0.030364922,1.348216941,-1.260302633,1.224125588,Flood,Medium,Medium,Medium,Medium
-0.612149386,0.305159083,0.560471867,0.078661251,0.872668342,Drought,High,High,Medium,High
-0.813315795,0.674235488,0.612988206,0.604271715,0.521211096,Drought,Medium,Medium,High,High
-1.215648615,0.942654693,0.823053559,1.317874243,-0.181703396,Heatwave,Medium,High,Medium,High
-0.947426735,-1.540222946,0.507955529,-0.201408559,0.521211096,Storm,Low,High,High,Medium
-0.478038446,-1.003384538,-0.892480158,0.028785805,-1.236075135,Flood,Medium,Low,High,Medium
-1.550925965,0.10384468,0.577977314,-1.709181642,0.872668342,Heatwave,Medium,Medium,High,Medium
-0.545093916,0.573578287,1.260689711,-0.42776635,-1.236075135,Flood,Medium,Low,Low,Medium
-0.142761096,0.003187478,1.348216941,1.574924616,1.224125588,Storm,Low,Medium,High,Medium
-0.880371265,-0.667860532,0.017803039,1.452154289,0.16975385,Flood,Medium,Medium,Medium,Low
1.265403774,1.613702703,-1.470159879,-0.21675485,1.575582835,Drought,Medium,High,Low,High
-0.679204855,-1.036936938,-1.750247016,0.067151533,-1.236075135,Drought,Medium,Medium,High,Low
1.466570184,-0.634308132,0.577977314,0.393260215,1.575582835,Heatwave,Medium,Medium,Low,Low
0.997181894,-1.506670545,-1.505170771,0.742388333,0.16975385,Storm,Low,Medium,Low,Medium
-0.142761096,1.378835899,0.68300999,0.151556133,0.872668342,Flood,Medium,High,Low,Low
-0.813315795,-0.734965333,0.805548113,0.734715188,-0.884617889,Flood,Medium,Low,High,Low
0.661904544,-0.53365093,0.262879284,0.308855615,1.575582835,Heatwave,High,High,High,Low
-1.282704085,1.479493101,-0.489854898,0.001929796,0.16975385,Storm,Low,Medium,Low,Medium
-0.813315795,1.311731098,0.402922853,-0.673307005,0.16975385,Storm,Medium,Low,High,Medium
-0.545093916,-1.305356142,1.103140696,1.643982925,-1.587532381,Storm,High,High,Low,High
-1.215648615,-0.869174936,0.437933745,-0.899664796,1.224125588,Heatwave,Low,Low,Medium,High
0.930126424,0.439368685,0.122835715,-0.477641795,-0.181703396,Drought,Low,Medium,High,High
-1.148593145,1.311731098,0.105330269,-0.838279632,1.575582835,Drought,High,Low,Low,Low
-0.679204855,-0.936279737,0.420428299,0.696349461,0.16975385,Drought,Low,High,High,High
1.600681124,0.472921085,1.505765956,0.577415706,-0.884617889,Drought,Low,Medium,Medium,Medium
1.265403774,0.305159083,1.365722388,-0.911174514,-0.884617889,Storm,Medium,Low,Medium,High
1.265403774,1.311731098,-0.699920251,-0.868972214,0.16975385,Flood,Medium,Low,Low,Low
0.527793604,0.808445091,0.507955529,0.776917488,0.872668342,Drought,Low,Low,High,Medium
1.399514714,0.573578287,0.140341161,-1.555718733,-0.884617889,Flood,Medium,Medium,High,Medium
-0.880371265,-0.231679326,0.99810802,-0.443112641,1.575582835,Heatwave,Medium,High,Low,High
1.399514714,-0.768517734,1.453249618,1.59410748,1.575582835,Drought,Low,Medium,High,High
-0.679204855,0.204501881,-1.575192555,-0.899664796,0.16975385,Heatwave,Low,Low,High,Medium
-0.276872036,0.472921085,-0.297294991,0.212941296,1.224125588,Storm,Medium,Low,High,Medium
1.332459244,0.808445091,-0.822458374,0.255143596,1.224125588,Drought,Low,Low,High,Low
-0.410982976,0.036739879,1.365722388,-1.160551742,1.224125588,Storm,Low,Low,Medium,Medium
1.466570184,-0.131022124,1.593293187,0.516030542,-0.884617889,Flood,High,High,Low,High
1.131292834,-1.003384538,-0.752436589,-0.815260196,0.872668342,Drought,Medium,Medium,High,Medium
0.058405314,0.506473486,-0.454844006,-1.613267324,0.16975385,Flood,High,High,High,High
0.058405314,-0.332336527,0.437933745,1.701531516,0.16975385,Flood,High,Low,High,High
1.332459244,-1.204698941,1.260689711,0.48533796,0.16975385,Storm,Low,High,Medium,Low
-1.483870495,-1.238251341,1.365722388,-1.206590615,1.575582835,Flood,Low,High,High,Medium
-0.142761096,0.976207093,-0.384822221,1.156738188,-0.533160642,Flood,Low,High,High,High
0.661904544,0.204501881,-0.559876682,0.868995234,-0.533160642,Storm,Low,Medium,Low,Medium
-1.685036905,-1.372460943,0.823053559,0.013439514,0.872668342,Flood,High,Medium,High,High
1.533625654,-0.466546129,-0.192262314,-0.193735413,-1.587532381,Heatwave,Medium,Medium,High,Low
-0.612149386,-0.298784127,0.59548276,-0.197571986,0.521211096,Heatwave,Low,High,Low,Low
0.460738134,-0.131022124,-0.92749105,-1.50967986,-1.587532381,Heatwave,Low,Low,Medium,High
0.930126424,-1.238251341,-1.435148987,0.80761007,-1.587532381,Flood,High,High,Low,Medium
0.796015484,-1.406013344,-1.417643541,-0.228264568,0.521211096,Flood,Low,Low,Medium,High
-1.148593145,-1.540222946,-1.73274157,0.700186033,-0.181703396,Flood,Low,High,Medium,Low
-0.075705626,0.036739879,0.087824823,1.628636635,0.872668342,Flood,Low,Medium,High,Medium
-1.014482205,0.77489269,-1.592698002,1.287181661,-1.587532381,Heatwave,Low,Medium,Medium,Low
-0.209816566,-1.271803742,0.823053559,0.193758433,-1.587532381,Flood,Medium,High,Medium,Low
-1.617981435,-1.003384538,1.680820417,0.251307024,1.224125588,Heatwave,Low,Low,Medium,High
1.600681124,0.573578287,0.350406514,0.23212416,-0.533160642,Storm,Low,High,Medium,Low
